date,price,market_cap,total_volume
2024-09-16,0.5710582563848365,32178771098.00021,727164005.125297
2024-09-17,0.5855052549961755,33045852897.93933,1373012324.854466
2024-09-18,0.5849889783458981,32985201750.25279,1080504462.4947681
2024-09-19,0.5854354281725553,32970524763.027065,1301476892.0261323
2024-09-20,0.5874083871859748,33147629638.33711,1303901084.522276
2024-09-21,0.5849389522523643,33011549162.039215,1403359787.9714298
2024-09-22,0.5979982229214985,33764665008.627327,1078170702.8553727
2024-09-23,0.5879476818374326,33168320660.640076,992887707.356122
2024-09-24,0.585063893554206,33022282573.37144,1121279489.7439432
2024-09-25,0.5914408518035444,33380934130.37941,1227141705.7935853
2024-09-26,0.5838949675172452,32965388380.210888,1184864675.7010186
2024-09-27,0.590001948405351,33338294387.037434,1320296148.7263632
2024-09-28,0.5891149844820397,33329346797.44249,1401603759.7256885
2024-09-29,0.6150093639492326,34786926383.63196,2770313435.4847174
2024-09-30,0.6425919277698904,36340530782.95552,2594472533.021398
2024-10-01,0.6119339379239672,34688823292.79782,2572233994.51974
2024-10-02,0.5974675047314544,33843017507.639935,3132237056.7574463
2024-10-03,0.5388310673967639,30482283203.95177,2854956361.2907157
2024-10-04,0.5216590897682057,29492016906.451572,2514792835.7085347
2024-10-05,0.5347464951856385,30241736953.735302,1756699967.6584756
2024-10-06,0.529571423116506,29950127382.310875,704787690.747097
2024-10-07,0.5331799843165047,30163957726.921448,661126866.850374
2024-10-08,0.5298164990025274,29991350948.888397,1457223446.3666434
2024-10-09,0.5304632864784646,30047537648.119553,981211616.0414958
2024-10-10,0.5241586802763855,29716396937.686356,988344201.3982462
2024-10-11,0.5296651744741632,29991523628.326267,1432557077.6123195
2024-10-12,0.5383034205225485,30490054705.50027,1190815208.1062524
2024-10-13,0.5395284850689778,30564659258.72339,645446626.8989004
2024-10-14,0.5316807964040682,30100697508.467445,722573856.9859535
2024-10-15,0.5476009966197044,31002265585.27816,1242900975.6585948
2024-10-16,0.5409632993649031,30629081825.39223,1367435532.1191251
2024-10-17,0.5479583804429464,31018277725.845608,1323767637.0882344
2024-10-18,0.5437042949601256,30820760554.066605,1540201676.826673
2024-10-19,0.5465644502575023,31001905885.914104,1179631857.7752745
2024-10-20,0.5443283945989427,30867246079.877224,607926219.2223777
2024-10-21,0.5465831979073458,30973256934.50095,716137205.8632469
2024-10-22,0.5445056512310072,30875972291.16193,1687139598.4189222
2024-10-23,0.5335396650481757,30253863576.152824,1413784341.5111709
2024-10-24,0.5258264655883778,29817145765.75719,1131889382.0732894
2024-10-25,0.5320282424020402,30184555551.536434,1105162964.2092311
2024-10-26,0.500895433917532,28440409038.961575,1539105236.2092319
2024-10-27,0.5124799627206477,29112702064.221813,746298139.3435653
2024-10-28,0.51635641669338,29334461123.41089,515723360.5019684
2024-10-29,0.5191002715669417,29485957976.542343,883022544.7410569
2024-10-30,0.528517656350638,29961006346.77696,1258508083.114544
2024-10-31,0.5226520345867254,29701886227.67498,981528954.6185482
2024-11-01,0.5091122552105335,28963392418.661438,1131354676.4350793
2024-11-02,0.5131424762844533,29166533751.235336,1355947931.230893
2024-11-03,0.5097643435439516,28985111559.766685,498091504.1066253
2024-11-04,0.5030000429314513,28618008472.118652,949812735.3091639
2024-11-05,0.5028741495746917,28588507586.622833,1127632654.5137217
2024-11-06,0.5128033591125852,29164852946.820103,1210224258.0575829
2024-11-07,0.5424824356184882,30863600008.502956,2317119597.7454667
2024-11-08,0.5543554525216197,31525433833.759197,2234023598.9642086
2024-11-09,0.5540941347726905,31512175151.99012,1737713572.24308
2024-11-10,0.5574298820177034,31836113890.61354,1440484763.4288023
2024-11-11,0.5894389337521334,33489525846.208927,4261955471.851764
2024-11-12,0.6193846945256621,35253524705.02781,4422503003.126635
2024-11-13,0.7125696384831737,40525483376.80065,12912751557.030237
2024-11-14,0.6911785818007724,39323944238.49297,7120857884.644116
2024-11-15,0.7740480569596668,43890734442.8388,10551122422.101799
2024-11-16,0.8907551084456163,50684897337.31935,13116899767.153698
2024-11-17,1.1228963632747573,63977542700.94049,25751173599.94672
2024-11-18,1.0602237280952598,60359853822.81238,13225025169.216898
2024-11-19,1.1193660942144246,63688503912.77327,10836262760.734638
2024-11-20,1.1012126123074732,62700374445.7609,5476363653.953676
2024-11-21,1.107063129231089,63050379292.97722,7141998955.816309
2024-11-22,1.2323909552423495,69932142127.89014,11144862558.116425
2024-11-23,1.4608507832127549,83112386522.4217,17433244692.12234
2024-11-24,1.4647330527827664,83300744233.09833,17125117613.056425
2024-11-25,1.4316792853395408,81614292718.7067,13367222473.504513
2024-11-26,1.413864313999175,80506265953.6803,12629382786.491205
2024-11-27,1.3995450660087485,79759951140.23747,10442232771.880827
2024-11-28,1.4723732146032762,83883091379.35777,8681413551.471949
2024-11-29,1.5321753824792639,87107084090.89493,6394089240.385964
2024-11-30,1.8089606822663937,103191548907.76518,14120989557.306025
2024-12-01,1.9394127481300492,110604358349.34161,18118226774.28636
2024-12-02,2.286339588570724,130208395250.7976,18435365983.17054
2024-12-03,2.7088474745217135,154571837988.4362,53820003124.51403
2024-12-04,2.5319240970814882,144192803084.12503,37957094663.228096
2024-12-05,2.3476333135494314,133851646266.63329,24079777836.582573
2024-12-06,2.254523485462072,128679678709.415,22923661364.318054
2024-12-07,2.4172260514832065,137876201991.56064,12689093602.056667
2024-12-08,2.5927269695998327,148089387443.7888,13898192078.521193
2024-12-09,2.6181421664576834,149556382944.37164,10399952121.56792
2024-12-10,2.2158470487122726,126541301099.97853,20516080397.568897
