date,price,market_cap,total_volume
2024-09-16,0.33876222959128865,12074853405.897198,251466846.72822452
2024-09-17,0.33014925564876596,11782070977.30643,279525542.0590629
2024-09-18,0.3340166000355435,11916494483.213264,265379561.2714978
2024-09-19,0.34247199487952307,12207913348.629921,310298100.4222331
2024-09-20,0.35081507887779906,12513533677.77613,371976962.91106766
2024-09-21,0.35197166853103945,12556336592.734837,316864368.6429985
2024-09-22,0.3586709136742786,12808603356.143707,210286624.61583868
2024-09-23,0.35165733867823534,12551030061.94847,246256247.379342
2024-09-24,0.36371199186671,12974074077.118578,329128908.9344899
2024-09-25,0.3878466270439855,13833235828.80774,438373822.89042133
2024-09-26,0.3807283034282415,13543411535.969414,363386347.30443877
2024-09-27,0.40177478222264984,14328375823.065205,437769043.1208818
2024-09-28,0.4022917151536981,14352835345.22958,395203089.41805434
2024-09-29,0.4012393022942459,14305918208.527775,272918861.6009529
2024-09-30,0.3974742599990274,14188309271.84096,244016822.26592344
2024-10-01,0.37265657826365545,13296054897.130487,349391516.60278124
2024-10-02,0.35241561406062927,12588413193.12854,541081251.7659637
2024-10-03,0.34377113266904974,12270974712.818731,426784763.95760715
2024-10-04,0.3447757449502893,12302322132.114895,375066204.5116609
2024-10-05,0.35169217146819426,12543974932.79398,278288167.05127186
2024-10-06,0.35085767943930835,12520996098.190609,186601576.18567607
2024-10-07,0.35722039594548466,12764428581.999443,192363432.23444387
2024-10-08,0.35134274283380784,12564701546.296803,325165438.4848151
2024-10-09,0.3446503186237537,12312847623.786222,279076786.92096597
2024-10-10,0.3397857069963388,12131196678.289976,293734918.3103856
2024-10-11,0.33856687446150163,12077698174.047966,242902644.31599545
2024-10-12,0.3511153738504752,12540753800.073837,241728188.27564937
2024-10-13,0.35324078265088743,12611074103.193417,190575001.33778286
2024-10-14,0.3478700854188225,12419109021.91589,228691731.28123942
2024-10-15,0.36343770186385754,12983133494.08745,371044074.39071107
2024-10-16,0.3580945584980384,12791403176.443624,507364293.6551608
2024-10-17,0.35256480435377513,12594795004.129683,332305648.9161826
2024-10-18,0.34317221165027856,12254765327.146393,351907156.1227408
2024-10-19,0.3507284212527294,12530428878.499825,268208657.9185624
2024-10-20,0.3516050685811563,12560622562.93806,220371774.74586606
2024-10-21,0.3646357419916626,13015846452.115461,248872926.31750047
2024-10-22,0.36108324317619894,12901296472.62284,369418680.26695573
2024-10-23,0.36386104768754113,13003514917.235018,377482287.85597116
2024-10-24,0.3500239674614593,12501496240.084642,375412261.155899
2024-10-25,0.3464665242376237,12369397579.764545,366345461.99209297
2024-10-26,0.32397272855370024,11546253244.993061,545468841.6908028
2024-10-27,0.3330659842420291,11904688906.03608,318987630.27263165
2024-10-28,0.3395498778354121,12135503702.908104,206151897.35599738
2024-10-29,0.3437722573994608,12303351364.924597,340339901.5348519
2024-10-30,0.35583784576503735,12711428884.851593,399625481.43826395
2024-10-31,0.35494243479619253,12693763136.654657,378785879.7797121
2024-11-01,0.34160209824236715,12215759175.79545,343987966.406424
2024-11-02,0.3570443323953907,12755324056.009933,471854642.81477237
2024-11-03,0.34761902771436987,12424329802.817984,309349316.6693163
2024-11-04,0.3345206264479513,11967648988.334745,360925330.5066394
2024-11-05,0.32579471071394894,11647024842.885141,345035678.68431234
2024-11-06,0.3333004385484233,11924108418.176392,320831265.94092965
2024-11-07,0.3630158448380859,12981104807.626707,749375355.5058366
2024-11-08,0.4037781986603935,14391246812.635403,813637353.0596781
2024-11-09,0.44389542340282534,15879786762.745052,1910279431.328009
2024-11-10,0.4873424195485118,17405034989.691643,897587308.9383248
2024-11-11,0.588734921251616,21024854839.87751,6527580317.057181
2024-11-12,0.6145826096845928,21992679939.444138,3280194971.0969224
2024-11-13,0.5761116796720354,20611561493.029778,3181386248.1459627
2024-11-14,0.5789579396018733,20707050864.589024,2644830608.2299004
2024-11-15,0.5802320574359904,20620858872.466827,1729922211.7017794
2024-11-16,0.6970201474228283,24860880015.725594,4090910068.046969
2024-11-17,0.7369580120453421,26346062209.769974,6267538737.650395
2024-11-18,0.7021515183224912,25133152050.988632,2501615517.051095
2024-11-19,0.7363518168371328,26342845055.7922,2548582801.654668
2024-11-20,0.7389024704178786,26431575432.630917,1635269471.5485222
2024-11-21,0.803001084841874,28772128081.481377,4230382202.154202
2024-11-22,0.8181660122757234,29263235932.69351,2791303410.437808
2024-11-23,1.0044164266560962,35938316596.75111,6892507799.22072
2024-11-24,1.0632099880614343,37995867804.11106,7258065363.156293
2024-11-25,1.0259059332257112,36730492655.154526,4065963806.818005
2024-11-26,0.9463027550485847,33855152913.243694,3673630635.8309784
2024-11-27,0.9587323562869567,34323258762.167927,2825247053.1150365
2024-11-28,1.013312717708717,36252927449.637505,2963844108.950685
2024-11-29,1.032402701868787,36943407363.53188,1748421855.8847175
2024-11-30,1.0795804194768817,38639286783.73906,2546200789.234483
2024-12-01,1.079440192925627,38662755540.67341,2235486757.4695177
