date,price,market_cap,total_volume
2024-09-16,59214.80226801806,1169677517083.0613,17289597542.866756
2024-09-17,58211.123231286256,1150499194409.9338,32196570894.402115
2024-09-18,60317.0319794625,1191818552363.6113,34191170117.78261
2024-09-19,61440.41208494509,1211837853548.9263,40445339415.1129
2024-09-20,62966.52931910512,1243871590271.4927,41959080716.28771
2024-09-21,63128.224540748255,1246475981189.1353,35587830476.533394
2024-09-22,63403.402349259355,1254104417392.48,12938083115.659332
2024-09-23,63582.59956924825,1255899286380.1958,20349365412.816723
2024-09-24,63327.02654450202,1251095079247.0432,23998847798.757656
2024-09-25,64334.14274876097,1271183646356.5713,31490984593.70592
2024-09-26,63151.89959401337,1245721254991.302,26087643765.748165
2024-09-27,65130.76884023231,1287151352432.846,37995568903.94455
2024-09-28,65791.00212541742,1299708226182.0723,32664917503.931107
2024-09-29,65934.10709441357,1303217687717.8518,15342911002.84781
2024-09-30,65663.68986662335,1297825615076.3352,12948707838.938381
2024-10-01,63243.27532464382,1249577803402.1707,35124446789.27111
2024-10-02,60872.668543725544,1202927109017.5488,54251488433.95029
2024-10-03,60655.55979196848,1198652098493.4897,41870731291.86736
2024-10-04,60727.86395169296,1200491237695.5154,37711138441.76231
2024-10-05,62103.01047283253,1226663492771.043,30349059838.684578
2024-10-06,62091.932585194016,1226761949791.163,11095453162.990673
2024-10-07,62811.79972811266,1241834324867.657,14592422860.685436
2024-10-08,62287.39010510681,1231091696620.0955,33878876147.30253
2024-10-09,62185.230423727575,1229717180592.4397,28626429276.55382
2024-10-10,60597.15045618275,1197736450280.4102,28530748117.898792
2024-10-11,60195.18073772453,1189691671375.1472,29481971885.649742
2024-10-12,62392.34048293159,1233357176570.333,32008659336.482643
2024-10-13,63207.77062127557,1249002272717.2275,17665963646.417107
2024-10-14,62829.533686088886,1241241970951.0295,16784552979.060463
2024-10-15,66049.99492708022,1306085613997.8015,46553796134.14602
2024-10-16,66962.21994496793,1323774576161.621,51797932876.82809
2024-10-17,67647.54414766871,1337304399194.887,40640495380.19594
2024-10-18,67328.10527002988,1330387728623.8188,34512072357.92087
2024-10-19,68465.61920668735,1353541799303.4875,39984956633.228035
2024-10-20,68388.87128965274,1351942347611.1997,14110889435.452631
2024-10-21,68962.82918045693,1362381684459.9053,17253863432.786995
2024-10-22,67394.85775735618,1332326858574.4448,40485496091.95008
2024-10-23,67351.04793512498,1331426858508.4004,31398389967.38113
2024-10-24,66683.96806542306,1318285437546.2786,32676918488.059
2024-10-25,68214.05205157402,1347888109010.5889,35892606570.03549
2024-10-26,66585.66535501445,1313975091942.221,48426924850.053406
2024-10-27,67018.1650170265,1325192118637.2595,21169467789.89267
2024-10-28,67938.55412885673,1343350549900.1233,16533385730.434193
2024-10-29,69845.304531169,1380874923096.4146,41990540384.96554
2024-10-30,72781.11308158132,1439310420089.3665,65487782004.97014
2024-10-31,72342.62171127986,1431085552900.1965,43498144313.67304
2024-11-01,70264.99735573279,1390195908292.9321,45907074188.570145
2024-11-02,69507.92256395647,1374687306836.925,54863092261.31101
2024-11-03,69299.16036699413,1370516856365.7996,14709379754.965973
2024-11-04,68803.50626277467,1362302032218.0198,37659435506.757034
2024-11-05,67793.29782704762,1340192510479.9568,46183110993.79166
2024-11-06,69335.42553133758,1370963795352.6948,40025021601.49395
2024-11-07,75620.88606963192,1496392703840.9058,128492534668.23851
2024-11-08,75987.24178320667,1502620808927.6982,66590396087.4524
2024-11-09,76550.0213845611,1514048743889.1255,50687468387.720375
2024-11-10,76630.22631415377,1519470275068.1016,31430906055.796104
2024-11-11,80466.71654833542,1590846468754.067,93473126207.67865
2024-11-12,88637.42000322911,1756619702929.0437,133959805308.72511
2024-11-13,88264.59974582895,1741113172482.1243,152356811694.44943
2024-11-14,90488.10007497849,1790737763695.3328,136046309843.60645
2024-11-15,87407.51273710128,1726797438787.217,99649391847.08359
2024-11-16,90947.97509443703,1799276211921.9302,84382485697.84985
2024-11-17,90606.45489380708,1790415769635.4927,49255174407.368774
2024-11-18,89841.47194135105,1776887033229.9082,48556083101.64749
2024-11-19,90534.62459650292,1790917617392.4407,77391724184.19348
2024-11-20,92251.65240738312,1825195454018.501,80493234958.49161
2024-11-21,94217.02229634205,1862618759426.145,80747272080.24826
2024-11-22,98509.11859102432,1948284556982.0486,118163852022.3175
2024-11-23,98927.49494553401,1958091000957.8345,85746174563.98602
2024-11-24,97679.46381643033,1931255637661.502,47414200206.70341
2024-11-25,98015.9355289458,1939446484727.4285,50665680246.86775
2024-11-26,93004.70093103287,1838788677873.8657,89476321216.0935
2024-11-27,91931.83077291827,1819990514406.0881,97389239315.52954
2024-11-28,95981.18057210564,1899088665519.225,81469353259.75
2024-11-29,95661.59595817851,1892297852304.72,49067932024.40325
2024-11-30,97453.2473451042,1926826079390.2441,74670031635.5065
2024-12-01,96513.14234698225,1910022814269.8855,43580019720.720634
2024-12-02,97311.70719084324,1925808416477.5068,49147687432.565895
2024-12-03,95833.1362300365,1896576914275.523,101019861361.49252
2024-12-04,96031.63097759831,1900922167493.3643,87935752287.975
2024-12-05,98881.4694561823,1957276192604.2603,98230784298.0459
2024-12-06,97201.50036407741,1920742551503.6094,190460293531.53802
2024-12-07,99973.85150659826,1978389972043.7947,115812632020.44765
2024-12-08,99781.82999198174,1974739091620.7542,61061136199.7846
2024-12-09,101235.3717025316,2003238967638.8286,62677764785.05408
2024-12-10,97353.94700820887,1926047690157.6282,146846843211.51685
2024-12-11,96649.71446771531,1913115778728.2837,125835977742.51114
2024-12-12,101123.61811033697,2001746436338.842,118484957960.76833
2024-12-13,100000.80836535197,1979166149963.3093,100092043319.81221
2024-12-14,101352.22971292294,2005406021235.8357,78802903278.85962
2024-12-15,101367.01064553364,2007646386698.8667,57321924844.41535
2024-12-16,104721.50151808978,2075487816560.1924,70645074624.52869
2024-12-17,106074.10723541168,2097460193710.789,115184737759.33566
2024-12-18,106034.913402645,2100629850064.9119,93417826250.1972
2024-12-19,100355.5761481501,1985284833093.572,113692025885.44745
2024-12-20,97851.35377075805,1937022229972.2085,100611554887.24123
2024-12-21,97691.43431692653,1932373308116.0107,112340864006.62827
2024-12-22,97202.82496847633,1922768195068.165,53058382639.48845
2024-12-23,95094.27394862173,1884599149192.4587,44619017105.36954
2024-12-24,94644.91085464321,1874912975786.6604,64937790292.61125
2024-12-25,98695.71400782601,1951173788529.116,49169088282.15742
2024-12-26,99344.95417367229,1966481159354.1177,33963749856.44743
2024-12-27,95678.31244565405,1894744251986.1084,45049342388.18843
2024-12-28,94331.94727053077,1867708753554.924,41498540807.666954
2024-12-29,95184.61945288602,1885556552231.4314,22429850903.940086
2024-12-30,93663.44751964067,1854872605738.8086,24065314499.502274
2024-12-31,92627.28213113277,1833188187477.531,57595164139.4709
2025-01-01,93507.85874741491,1851839954625.13,45327464907.74362
2025-01-02,94384.1761153871,1869193319140.2422,23275007789.496334
2025-01-03,96852.14681235075,1917905016063.62,45157338602.617516
2025-01-04,98084.34279280754,1942834829349.9563,35721645948.10051
2025-01-05,98256.73876849933,1946611205641.351,20979035420.980793
2025-01-06,98364.58946599838,1948339898718.8586,20060293834.7155
2025-01-07,102229.39453189743,2024825178619.8228,46111387334.46171
2025-01-08,96952.09886774956,1919133187081.3127,60610257147.15405
2025-01-09,95016.71440989176,1885313354913.7239,65790469838.34392
2025-01-10,92376.27578346101,1832933628117.9436,65850881574.76184
2025-01-11,94736.6267420969,1876836759923.398,63433655716.757095
2025-01-12,94559.55167224213,1874286243377.8525,17836423168.41627
2025-01-13,94454.77089638807,1870314882306.9236,19608932595.53299
2025-01-14,94456.3493746993,1870609367804.8223,76328330233.31137
2025-01-15,96574.07768799194,1912603332624.1123,51241728228.81719
2025-01-16,100313.15239828422,1986831430651.8647,57637319739.543396
2025-01-17,100044.57926776377,1980935754458.284,50150102497.2729
2025-01-18,104160.69358484233,2063854663834.0774,69135117732.00064
2025-01-19,104334.61575724394,2067151195362.0425,49416447749.13053
2025-01-20,101275.33714814208,2014842808849.5005,72970313683.92325
2025-01-21,101764.90860170545,2017837068202.1384,120158523166.88387
2025-01-22,106182.2368201815,2098829000928.49,95344290057.8965
2025-01-23,103673.53509537787,2054288661793.9773,55030669602.56557
2025-01-24,104067.60991206947,2062360759045.0,102455227371.20761
2025-01-25,104835.19253555956,2076156720642.786,51418786362.7815
2025-01-26,104796.04077738234,2077647817531.3406,22740744964.719296
2025-01-27,102552.24874280207,2036324005947.406,20639818380.26942
2025-01-28,101958.46953745594,2019295541213.5288,93191643783.24739
2025-01-29,101313.11264498268,2007072201507.5273,45780526813.56264
2025-01-30,103718.97939813645,2056581551171.7,47425401641.53094
2025-01-31,104781.5135100103,2076760153260.6191,42122570869.034325
2025-02-01,102382.39409722165,2028504133577.489,37187819228.35328
2025-02-02,100674.78762544956,1996423711261.7268,22827776122.48367
2025-02-03,97568.31653024875,1933691439792.2544,59784234332.21204
