date,price,market_cap,total_volume,source
2024-09-16,2319.2307774099277,22657969468.555614,17794730.455166243,coingecko
2024-09-17,2293.9877479649454,22414896301.40831,29861168.02798357,coingecko
2024-09-18,2338.030023017909,22819656073.392464,30514204.158247817,coingecko
2024-09-19,2363.0096463003947,23063991717.991165,60689888.06279984,coingecko
2024-09-20,2464.053133039145,24047161992.953438,64623651.37879114,coingecko
2024-09-21,2555.4935899107,24912317146.876278,36528081.25375914,coingecko
2024-09-22,2615.2072934619687,25491856215.026,18862439.470686104,coingecko
2024-09-23,2581.675048799389,25173978170.52442,29666192.855727885,coingecko
2024-09-24,2648.2573293247347,25849640539.971172,41809036.56864209,coingecko
2024-09-25,2653.9633062753014,25929514390.879166,36290114.69625472,coingecko
2024-09-26,2578.3396870470942,25238397487.48628,33296557.89654445,coingecko
2024-09-27,2630.3575795810802,25828011541.570057,33494009.9342965,coingecko
2024-09-28,2696.039799535901,26438353883.31745,34758063.22371434,coingecko
2024-09-29,2677.4021199955746,26206109348.91482,34283624.689274855,coingecko
2024-09-30,2656.427953346308,26011989480.287216,31002156.59096326,coingecko
2024-10-01,2594.9269232258193,25436682843.149094,47326257.63946884,coingecko
2024-10-02,2449.9854266301904,24056406331.50346,58700881.560996234,coingecko
2024-10-03,2363.659938216086,23182862528.451447,74839527.20022042,coingecko
2024-10-04,2346.79292316798,23042109136.631107,50760662.34367777,coingecko
2024-10-05,2415.9830411214803,23675917293.715492,39561218.68146704,coingecko
2024-10-06,2414.329453847788,23683604837.06894,17173082.985411376,coingecko
2024-10-07,2437.191994047116,23928400091.58803,13241185.125709271,coingecko
2024-10-08,2423.459978944734,23684012173.179337,55086905.565423526,coingecko
2024-10-09,2440.8006029292646,23764490985.219196,65887617.205262266,coingecko
2024-10-10,2367.2490760771334,23037222086.087536,52004354.27387475,coingecko
2024-10-11,2380.2236119399927,23177105033.782864,36995014.28845768,coingecko
2024-10-12,2434.9367710982215,23670845550.341602,30185851.31896719,coingecko
2024-10-13,2477.308938289851,24132678632.67258,35585505.77111578,coingecko
2024-10-14,2465.4199339641477,24029416043.621254,14644331.656330535,coingecko
2024-10-15,2627.4938603869887,25666371576.87503,82537155.96502163,coingecko
2024-10-16,2601.651552487879,25406718709.316654,42412606.12400114,coingecko
2024-10-17,2610.7074330496807,25517634470.694786,42425682.26912515,coingecko
2024-10-18,2602.18138599972,25385470502.96645,33667231.24044673,coingecko
2024-10-19,2642.093102407646,25801673001.94259,30379392.90162244,coingecko
2024-10-20,2648.9612751079617,25833087793.16606,20062369.635804262,coingecko
2024-10-21,2743.0639861170534,26721760916.19729,37567374.516499504,coingecko
2024-10-22,2666.2162663787612,25988277372.950893,56680863.21563421,coingecko
2024-10-23,2619.2237314188137,25541139412.53475,37545241.63973955,coingecko
2024-10-24,2521.920677089822,24567633896.79044,52183805.863016985,coingecko
2024-10-25,2534.4389499548993,24684441934.585503,56318418.78282206,coingecko
2024-10-26,2420.8898235839115,23533565564.354664,52440677.632814385,coingecko
2024-10-27,2478.9433523931393,24148421329.914238,25068737.552482106,coingecko
2024-10-28,2504.497741549069,24432466366.546524,21012372.214147568,coingecko
2024-10-29,2563.5538760253867,25007884462.075886,41137818.360164076,coingecko
2024-10-30,2636.3941282565006,25640504726.70128,59733450.16668553,coingecko
2024-10-31,2656.7849672039074,25924451504.19722,47374360.81313207,coingecko
2024-11-01,2515.549321432777,24543259280.747227,33046249.549127325,coingecko
2024-11-02,2512.614402333334,24508156466.430058,66176727.35062005,coingecko
2024-11-03,2490.4520495334355,24299150240.294216,23382790.06294167,coingecko
2024-11-04,2454.9947237926913,23966489975.028564,31139190.82475923,coingecko
2024-11-05,2394.865652709156,23335908175.563812,32190393.956425004,coingecko
2024-11-06,2419.7975864882487,23623782362.526436,43933740.3767637,coingecko
2024-11-07,2720.36153189985,26531899526.10396,66832470.40828514,coingecko
2024-11-08,2891.931361066263,28278600785.197178,62920193.28333043,coingecko
2024-11-09,2962.3604469651705,29040854049.044327,211629013.2993598,coingecko
2024-11-10,3126.509113479216,30717851976.684196,34743512.07307445,coingecko
2024-11-11,3187.4103587117556,31210498738.224583,77159345.68775742,coingecko
2024-11-12,3373.6893068543136,33213821295.66611,100701620.79561184,coingecko
2024-11-13,3255.027840489225,31897339557.307514,99794335.39067216,coingecko
2024-11-14,3185.6599414525363,31260021612.319324,70927020.13621274,coingecko
2024-11-15,3052.216614588692,29851176765.8571,116307704.78921597,coingecko
2024-11-16,3089.4330783368046,30211375062.188835,109060561.339399,coingecko
2024-11-17,3129.525835021484,30658775092.250027,93098168.46495524,coingecko
2024-11-18,3072.174949361242,30080715215.110752,107546696.36122972,coingecko
2024-11-19,3205.7046162151564,31420688381.80064,109137743.94078992,coingecko
2024-11-20,3111.296113038513,30459122601.337486,80232298.2324813,coingecko
2024-11-21,3069.3357187568076,30048129027.62737,102364467.60206048,coingecko
2024-11-22,3363.5039681699704,32933541136.258984,152251431.69346422,coingecko
2024-11-23,3326.860389969475,32567734705.407055,99314073.56826726,coingecko
2024-11-24,3396.029954495001,33246104630.938625,85088992.44272162,coingecko
2024-11-25,3358.0722645080814,32879104987.35192,69514016.15953021,coingecko
2024-11-26,3415.28262823372,33423539649.72071,113717879.61337669,coingecko
2024-11-27,3323.5646006018123,32542715352.34392,122233864.04135822,coingecko
2024-11-28,3659.9021222613937,35888156364.05421,154381902.80378616,coingecko
